Name,Pos,Rating,Team,Fantasy Points,FPPG,FPPM,9/27,9/26,9/25,9/24,9/23,9/22,9/21,9/20,9/19,9/18,9/17,9/16,9/15,9/14,9/13,9/12,9/11,9/10,9/9,9/8,9/7,9/6,9/5,9/4,9/3,9/2,9/1,8/31,8/30,8/29,8/28,8/27,8/26,8/25,8/24,8/23,8/22,8/21,8/20,8/19,8/18,8/17,8/16,8/15,8/14,8/13,8/12,8/11,8/10,8/9,8/8,8/7,8/6,8/5,8/4,8/3,8/2,8/1,7/31,7/30,7/29,7/28,7/27,7/26,7/25,7/24,7/23,7/22,7/21,7/20,7/19,7/18,7/17,7/16,7/15,7/14,7/13,7/12,7/11,7/10,7/9,7/8,7/7,7/6,7/5,7/4,7/3,7/2,7/1,6/30,6/29,6/28,6/27,6/26,6/25,6/24,6/23,6/22,6/21,6/20,6/19,6/18,6/17,6/16,6/15,6/14,6/13,6/12,6/11,6/10,6/9,6/8,6/7,6/6,6/5,6/4,6/3,6/2,6/1,5/31,5/30,5/29,5/28,5/27,5/26,5/25,5/24,5/23,5/22,5/21,5/20,5/19,5/18,5/17,5/16,5/15,5/14,5/13,5/12,5/11,5/10,5/9,5/8,5/7,5/6,5/5,5/4,5/3,5/2,5/1,4/30,4/29,4/28,4/27,4/26,4/25,4/24,4/23,4/22,4/21,4/20,4/19,4/18,4/17,4/16,4/15,4/14,4/13,4/12,4/11,4/10,4/9,4/8,4/7,4/6,4/5,4/4,4/3,4/2,4/1,3/31,3/30,3/29,3/28,3/27,3/26,3/25,3/24,3/23,3/22,3/21,3/20,3/19,3/18,3/17,3/16,3/15,3/14,3/13,3/12,3/11,3/10,3/9,3/8,3/7,3/6,3/5,3/4,3/3,3/2,3/1,2/28,2/27,2/26,2/25,2/24,2/23,2/22,2/21,2/20,2/19,2/18,2/17,2/16,2/15,2/14,2/13,2/12,2/11,2/10,2/9,2/8,2/7,2/6,2/5,2/4,2/3,2/2,2/1,1/31,1/30,1/29,1/28,1/27,1/26,1/25,1/24,1/23,1/22,1/21,1/20,1/19,1/18,1/17,1/16,1/15,1/14,1/13,1/12,1/11,1/10,1/9,1/8,1/7,1/6,1/5,1/4,1/3,1/2,1/1,12/31,12/30,12/29,12/28,12/27,12/26,12/25,12/24,12/23,12/22
"Stephen Curry","PG",95,"GS",3015.5,49.9,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,43,0,0,66,0,0,0,0,33,52,0,60,0,49,0,55,56,0,43,0,59,0,35,0,50,0,52,0,55,0,49,0,47,0,56,56,0,61,0,53,50,0,0,50,0,47,0,0,50,0,0,43,0,0,0,0,0,0,0,0,0,0,0,37,0,40,51,0,0,30,0,0,0,0,0,0,0,55,0,0,37,0,46,0,45,57,0,0,0,52,0,52,0,46,0,34,0,63,0,38,51,0,69,0,38,0,69,0,0,45,0,33,51,0,51,0,41,0,41,45,0,36,0,0,0,53,0,33,0,25,0,63,0,28,0,50,69,0,42,0,0,44,0,55,0,33,0,0,42
"Drew Eubanks","C",75,"SA",819.2,14.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,24,12,0,6,0,4,10,0,32,0,14,19,0,6,0,11,0,19,0,15,0,22,14,0,17,0,20,7,0,9,0,32,5,0,14,0,10,0,16,0,0,0,7,9,0,9,0,10,0,9,21,0,0,0,16,5,0,16,0,17,39,0,23,0,4,0,0,0,0,0,10,0,13,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,14,0,0,13,11,0,25,0,0,11,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,16,0,0,0,0,0,0,0,0
"Elfrid Payton","PG",73,"NY",1267.7,20.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,4,7,0,3,0,6,0,8,0,11,0,15,0,23,13,0,0,0,16,0,19,0,5,0,0,22,20,0,21,0,22,0,20,0,27,19,0,14,0,13,0,13,0,39,12,0,23,0,11,0,17,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,28,0,21,0,0,0,22,0,23,0,23,20,0,0,27,0,20,37,0,0,37,0,8,18,0,8,0,0,7,0,16,0,18,24,0,0,25,22,0,9,0,18,0,31,24,0,24,0,38,0,29,0,33,0,24,0,29,0,41,5,0,0,11,0
"Keita Bates-Diop","SF",73,"SA",196.8,5.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,10,0,3,0,0,0,0,12,0,1,14,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,17,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wesley Matthews","SG",74,"LAL",610.6,11.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,5,0,9,0,0,0,0,10,0,2,0,0,0,5,0,0,13,10,0,0,12,15,0,15,0,10,12,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,8,0,11,0,17,6,0,0,0,23,0,20,0,0,0,1,0,8,0,0,10,0,8,7,0,20,0,2,10,0,14,0,9,6,0,0,5,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,13,0,8,0,27,0,4,0,7,0,8,0,13,0,18,0,30,0,0,0,0,0,0,0,0,0,0,4,7,0,4,0,7,0,9,0,0,3,0,0,1,0,0,0,0,0,0,20,4,0,12,0,22,0,9,0,20,0,8,10,0,6,0,0,3
"Elijah Hughes","SF",70,"UTA",50.8,2.6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Malik Monk","SG",76,"CHA",755.7,17.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,6,0,11,0,14,0,11,0,3,32,0,8,0,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,39,0,32,0,18,0,5,0,0,26,0,19,0,22,0,14,0,0,0,0,0,0,0,18,0,22,31,0,28,0,19,0,27,0,17,0,0,0,0,0,27,0,11,0,7,0,36,20,0,9,0,14,0,43,0,23,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"John Collins","PF",82,"ATL",1995.4,40.5,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,33,0,19,0,22,0,19,0,40,0,0,38,0,17,0,38,0,34,0,0,28,0,0,26,0,31,0,0,0,28,0,0,29,0,29,0,31,0,0,28,0,0,0,0,0,0,22,0,0,21,29,0,47,0,0,0,37,14,0,24,0,38,21,0,26,0,29,32,0,49,0,30,31,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,34,0,22,0,34,0,63,0,37,0,48,0,38,21,0,30,0,0,0,0,0,0,0,29,24,0,58,0,36,0,33,18,0,35,0,12,0,31,0,29,0,33,14,0,49,0,0,0,38,0,31,48,0,29,0,0,25,0,29,43,0,41,0,17,0,47,0,36,0,23,24,0,0,0,20,0,27,0,0,38,0,34,0,23,35,0,45,0,38,0,32,0,0,27,0
"Jeff Green","C",77,"BKN",1362.6,21.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,35,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,15,0,0,0,0,0,20,19,0,0,17,26,0,0,21,0,13,0,17,0,17,0,26,32,0,39,0,26,0,31,0,25,23,0,23,0,22,0,23,0,0,0,12,0,0,23,0,30,25,0,0,38,14,0,23,0,0,15,0,10,25,0,6,0,9,0,29,0,36,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,0,0,15,0,35,19,0,27,0,0,19,11,0,0,14,21,0,0,15,0,42,0,28,0,16,0,22,0,20,22,0,30,0,21,0,13,0,0,21,9,0,13,0,25,22,0,8,0,4,0,8,0,8,0,14,3,0,6,0,0,10
"Evan Fournier","SG",78,"ORL",416.1,85.5,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,30,0,26,0,0,28,0,0,26,0,0,0,22,0,0,26,0,0,29,44,0,48,0,32,0,36,0,0,36,0,11,0,9,35,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,23,0,14,0,13,0,0,0,0,25,43,0,30,0,33,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,39,0,16,0,22,0,43,0,45,0,28,0,0,0,0,0,0,0,0,0,0,0,26,0,0,33,0,22,0,20,0,26,0,34,32,0,43,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,0,22,23,0,0,38,0
"Jordan Bell","C",78,"WAS",15,42.1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isaac Bonga","SF",69,"WAS",229.7,7,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,12,0,2,0,0,-1,0,0,0,0,0,9,0,0,0,0,6,0,10,0,12,0,4,0,0,14,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,9,3,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5,0,16,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,3,0,18,18,0,0,16,0
"Kevin Durant","PF",96,"BKN",1621.9,64.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,42,0,96,0,52,0,0,61,0,0,48,0,51,0,0,0,44,0,44,0,43,0,0,43,0,0,49,0,0,0,0,0,50,26,0,0,40,47,0,0,63,0,39,0,57,0,55,0,0,61,0,44,0,54,0,0,0,0,0,0,41,0,41,0,0,0,0,0,32,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,25,0,0,36,0,58,0,0,0,43,0,51,0,43,0,0,77,0,52,0,60,0,0,43,57,0,54,0,0,0,0,0,0,45,0,47,0,60,0,0,38,0,42,0,0,43
"Kenrich Williams","PF",72,"OKC",1221.6,19.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,26,0,0,0,0,0,25,24,0,0,0,18,13,0,0,22,0,23,0,24,22,0,22,0,22,12,0,0,6,0,37,37,0,15,0,30,24,0,26,0,25,0,25,0,0,22,0,19,18,0,0,22,0,28,0,25,20,0,9,0,0,0,0,0,0,18,16,0,0,0,17,19,0,12,0,15,25,0,18,0,15,14,0,22,0,34,0,38,0,25,0,25,19,0,28,0,14,0,0,3,0,11,0,21,13,0,8,0,0,0,0,0,0,29,0,27,2,0,2,0,6,0,9,0,10,0,8,0,1,0,0,7,0,16,0,0,0,0
"Aron Baynes","C",81,"TOR",796.1,14.9,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,15,18,0,0,21,0,16,0,6,10,0,13,0,-1,0,3,15,0,3,0,19,0,0,19,7,0,34,0,0,0,0,0,0,30,21,0,0,0,0,19,0,15,19,0,17,0,10,12,0,10,0,15,0,0,18,17,0,18,0,7,15,0,0,11,0,28,0,18,0,13,0,14,24,0,21,0,15,0,1,0,1,0,3,0,0,0,0,0,0,0,5,0,4,0,18,0,8,0,8,0,0,21,0,0,20,0
"Chuma Okeke","PF",77,"ORL",889.7,20.1,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,31,28,0,0,30,0,29,0,33,0,28,0,24,0,19,0,0,27,0,13,0,0,41,31,0,35,0,31,0,26,0,29,0,20,5,0,16,0,7,18,0,0,0,11,0,18,19,0,0,0,0,0,0,0,8,0,10,0,10,0,8,0,23,0,11,0,29,0,10,0,0,18,0,7,23,0,25,0,0,20,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,0,3,9,0,0,14,0
"Precious Achiuwa","PF",77,"MIA",698.1,10.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,19,0,2,0,0,11,0,0,6,0,9,0,0,16,13,0,14,0,1,0,7,0,8,0,0,2,0,3,3,0,0,0,0,0,0,17,0,12,0,28,0,0,0,10,0,7,0,7,0,11,20,0,15,0,2,0,3,0,6,0,-1,0,6,0,17,0,13,0,7,0,16,15,0,14,0,8,13,0,14,0,14,0,9,0,24,0,37,0,0,7,0,0,18,0,16,0,0,17,0,6,15,0,0,0,0,0,0,0
"Payton Pritchard","SG",73,"BOS",964.6,13.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,10,0,0,10,0,0,1,0,0,0,1,0,21,28,0,0,30,8,0,2,0,3,0,16,0,0,19,0,7,0,17,38,0,6,0,14,11,0,0,19,0,11,0,0,0,4,0,1,0,11,0,7,9,0,14,0,4,0,10,0,22,0,15,14,0,3,0,15,4,0,13,0,12,1,0,12,0,0,6,0,0,0,0,0,0,23,0,22,0,15,0,15,0,17,11,0,10,0,0,0,14,18,0,10,0,6,25,0,4,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,28,0,0,0,0,0,0,19,0,19,0,34,19,0,10,0,19,23,0,0,0,0,0,0,0
"Josh Green","SG",70,"DAL",276.6,6.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,7,0,9,0,13,12,0,21,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,19,0,0,1,0,0,0,0,5,0,-1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,8,13,0,19,0,10,7,0,8,0,10,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"Draymond Green","PF",82,"GS",2102.8,34.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,36,0,0,44,0,0,0,0,49,39,0,44,0,28,0,37,59,0,36,0,40,0,26,0,46,0,35,0,35,0,34,0,29,0,33,35,0,46,0,24,35,0,0,25,0,43,0,0,48,0,0,30,0,0,35,0,0,34,0,0,25,39,0,44,0,21,54,0,0,24,0,0,0,0,0,0,0,39,0,0,10,0,54,0,27,47,0,0,22,26,0,0,0,47,0,29,0,37,0,30,38,0,54,0,39,0,32,0,0,21,0,22,28,0,22,0,15,0,13,18,0,30,0,0,0,14,0,29,0,35,0,16,0,23,0,23,21,0,12,0,0,0,0,0,0,0,0,0,0
"Juan Toscano-Anderson","SG",77,"GS",946.8,18.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,19,0,0,19,0,31,0,0,24,31,0,36,0,27,0,20,28,0,43,0,18,0,9,0,20,0,17,0,0,0,0,0,16,0,20,18,0,14,0,26,0,0,0,0,0,2,0,0,0,0,0,4,0,0,5,19,0,0,0,0,42,7,0,8,0,0,2,0,0,9,0,0,0,0,0,0,25,13,0,0,22,0,1,0,12,0,0,0,9,18,0,19,0,26,0,12,0,22,0,30,22,0,22,0,35,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,0,14,0,14,0,5,0,0,17
