Name,Pos,Rating,Team,Fantasy Points,FPPG,FPPM,9/27,9/26,9/25,9/24,9/23,9/22,9/21,9/20,9/19,9/18,9/17,9/16,9/15,9/14,9/13,9/12,9/11,9/10,9/9,9/8,9/7,9/6,9/5,9/4,9/3,9/2,9/1,8/31,8/30,8/29,8/28,8/27,8/26,8/25,8/24,8/23,8/22,8/21,8/20,8/19,8/18,8/17,8/16,8/15,8/14,8/13,8/12,8/11,8/10,8/9,8/8,8/7,8/6,8/5,8/4,8/3,8/2,8/1,7/31,7/30,7/29,7/28,7/27,7/26,7/25,7/24,7/23,7/22,7/21,7/20,7/19,7/18,7/17,7/16,7/15,7/14,7/13,7/12,7/11,7/10,7/9,7/8,7/7,7/6,7/5,7/4,7/3,7/2,7/1,6/30,6/29,6/28,6/27,6/26,6/25,6/24,6/23,6/22,6/21,6/20,6/19,6/18,6/17,6/16,6/15,6/14,6/13,6/12,6/11,6/10,6/9,6/8,6/7,6/6,6/5,6/4,6/3,6/2,6/1,5/31,5/30,5/29,5/28,5/27,5/26,5/25,5/24,5/23,5/22,5/21,5/20,5/19,5/18,5/17,5/16,5/15,5/14,5/13,5/12,5/11,5/10,5/9,5/8,5/7,5/6,5/5,5/4,5/3,5/2,5/1,4/30,4/29,4/28,4/27,4/26,4/25,4/24,4/23,4/22,4/21,4/20,4/19,4/18,4/17,4/16,4/15,4/14,4/13,4/12,4/11,4/10,4/9,4/8,4/7,4/6,4/5,4/4,4/3,4/2,4/1,3/31,3/30,3/29,3/28,3/27,3/26,3/25,3/24,3/23,3/22,3/21,3/20,3/19,3/18,3/17,3/16,3/15,3/14,3/13,3/12,3/11,3/10,3/9,3/8,3/7,3/6,3/5,3/4,3/3,3/2,3/1,2/28,2/27,2/26,2/25,2/24,2/23,2/22,2/21,2/20,2/19,2/18,2/17,2/16,2/15,2/14,2/13,2/12,2/11,2/10,2/9,2/8,2/7,2/6,2/5,2/4,2/3,2/2,2/1,1/31,1/30,1/29,1/28,1/27,1/26,1/25,1/24,1/23,1/22,1/21,1/20,1/19,1/18,1/17,1/16,1/15,1/14,1/13,1/12,1/11,1/10,1/9,1/8,1/7,1/6,1/5,1/4,1/3,1/2,1/1,12/31,12/30,12/29,12/28,12/27,12/26,12/25,12/24,12/23,12/22
"Matt Thomas","SG",70,"TOR",108.6,11.2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,8,0,8,0,0,10,0,0,0,4,10,0,17,0,0,0,0,0,0,0,0,5,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,3,0,0,4,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,3,0,3,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,23,0
"Immanuel Quickley","PG",80,"NY",1153.9,19.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,15,0,15,0,15,0,0,14,0,0,0,0,0,0,3,16,0,-1,0,0,0,0,0,0,0,23,0,7,23,0,0,0,21,0,21,0,19,0,0,16,14,0,16,0,18,0,0,0,3,9,0,30,0,9,0,10,0,20,10,0,19,0,19,0,28,0,22,0,14,0,12,0,0,0,0,20,26,0,35,0,15,0,0,0,0,0,0,4,0,37,0,13,14,0,35,0,5,0,5,0,0,0,18,0,25,0,28,19,0,0,16,0,13,19,0,0,9,0,32,36,0,33,0,0,13,0,39,0,19,9,0,0,15,33,0,41,0,27,0,11,5,0,13,0,6,0,24,0,10,0,0,0,0,0,0,0,0,0,0,0
"Anthony Tolliver","PF",73,"PHI",44,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Herro","SG",82,"MIA",1467.6,28.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,26,0,0,26,0,18,0,0,0,0,0,38,10,0,26,0,41,0,14,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,25,0,0,26,0,25,0,24,15,0,31,0,0,23,0,26,0,0,15,0,38,26,0,29,0,0,20,28,0,17,0,25,0,26,0,21,22,0,40,0,12,31,0,0,0,0,0,0,5,0,27,0,21,0,0,0,0,0,0,0,13,0,36,42,0,43,0,24,0,0,0,28,0,27,0,33,0,21,0,26,0,26,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,45,0,0,41,0,0,15,0,30,0,0,17,0,41,39,0,0,0,17,0,22,0
"Nicolo Melli","PF",75,"NO",213.5,17.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,22,0,11,0,2,12,0,18,0,0,2,0,9,0,5,3,0,0,0,16,10,0,19,0,0,2,0,0,5,0,0,0,0,0,3,6,0,0,6,5,0,17,0,24,2,0,5,0,3,0,0,0,0,0,1,0,15,0,0,0,0,0,0,8,0,19,8,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,12,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,11,0,0,0,0,1,0,0,0,0,0,1,0,13,0,14,0,0,0,1,0,7,0
"Alfonzo McKinnie","SF",71,"LAL",211.8,5.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,22,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,9,0,0,29,0,4,0,0,0,1,0,8,0,0,0,0,0,0,9,8,0,9,0,0,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,4,0,0,0
"Tyrese Haliburton","PG",80,"SAC",1647.1,23.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,19,0,23,0,0,32,0,35,15,0,27,0,27,0,29,0,31,35,0,37,0,18,26,0,24,0,18,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,53,0,49,33,0,19,0,0,17,35,0,27,0,0,32,0,25,45,0,0,35,0,29,0,27,37,0,23,0,0,0,0,40,0,17,0,0,12,0,17,0,35,0,23,0,26,37,0,46,0,0,0,0,0,19,0,32,0,0,0,0,0,0,0
"Norvel Pelle","C",68,"BKN",46.7,6.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Nwora","SF",72,"MIL",298.5,10.2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,24,0,37,0,0,0,0,0,13,4,0,9,0,9,0,36,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,2,0,0,15,0,0,13,0,0,0,0,0,0,0
"Max Strus","SF",74,"MIA",352.2,8.8,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,30,6,0,0,0,0,0,0,0,0,0,0,9,0,16,30,0,0,0,0,9,0,5,0,0,2,0,3,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,12,0,10,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,19,0,3,0,0,0,0,3,0,19,0,21,0,0,0,0,0,5,0,0,0,23,0,7,0,11,3,0,0,0,0,3,0,5,0,0,0,1,0,23,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"Mitchell Robinson","C",78,"NY",797.9,25.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,28,0,40,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,17,27,0,0,26,0,21,19,0,22,0,0,22,0,18,0,25,38,0,0,24,21,0,24,0,32,0,36,23,0,27,0,42,0,33,0,34,0,17,0,29,0,25,30,0,0,19,0
"Isaiah Joe","SG",73,"PHI",263.2,6.4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,10,3,0,9,0,0,0,0,0,7,0,0,0,0,1,0,11,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,4,0,10,0,1,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,6,0,15,0,26,31,0,22,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ignas Brazdeikis","SF",67,"NY",172.2,22.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,34,18,0,13,0,24,0,18,0,12,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"Robert Williams","C",77,"BOS",1337.6,28,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,24,0,0,53,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,24,0,0,26,0,28,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,28,0,26,0,23,16,0,37,0,51,0,0,0,33,0,33,47,0,12,0,45,18,0,27,0,51,30,0,43,0,0,33,0,0,0,0,0,0,27,0,36,0,17,0,44,0,25,10,0,39,0,38,0,19,34,0,13,0,0,0,0,10,0,3,0,18,0,27,1,0,0,32,0,0,10,0,6,26,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,35,21,0,9,0,34,13,0,35,0,0,0,10,0
"Moritz Wagner","C",74,"WAS",229.8,60.4,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,9,13,0,34,0,18,0,19,0,29,0,18,0,36,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,3,0,6,0,-1,0,7,0,4,0,6,6,0,0,18,0,0,0,0,0,0,0,0,0,0,20,0,16,0,0,0,0,0,25,0,11,0,3,16,0,18,0,36,16,0,11,0,0,0,0,31,26,0,2,0,0,0,0,8,0,8,0,0,13,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,25,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0
"Otto Porter","SF",74,"CHI",60.3,190.7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,27,0,14,0,0,0,15,0,10,10,0,32,0,8,15,0,26,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,29,0,0,25,0,0,0,0,28,0,20,0,0,0,0,0,0,6,0,14,36,0,30,0,19,55,0,19,0,20,18,0,0,26,0
"Quinn Cook","PG",71,"LAL",81.9,38.5,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,14,0,0,0,0,0,21,0,25,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,14,0,0,0,0,0,7,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,2,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0
"Taurean Prince","SF",74,"BKN",594.1,26.4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,20,0,13,0,16,13,0,0,20,14,0,37,0,0,34,0,30,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,9,0,26,0,22,0,17,28,0,18,0,30,8,0,8,0,15,0,21,28,0,24,0,34,0,0,0,0,0,0,0,16,0,22,0,24,23,0,14,0,11,0,10,0,20,0,23,9,0,8,0,0,8
"Justin Holiday","SG",75,"IND",1532.7,22.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,9,16,0,41,0,26,24,0,19,0,18,20,0,24,0,21,0,8,0,11,0,29,22,0,0,35,0,20,20,0,20,0,21,14,0,26,0,10,0,30,6,0,0,22,24,0,15,0,22,0,0,19,0,27,0,6,34,0,25,0,19,0,27,0,18,11,0,0,0,0,0,0,0,25,22,0,21,0,20,36,0,22,0,0,0,0,0,0,28,0,28,0,21,0,23,19,0,0,28,0,41,0,35,19,0,21,0,15,0,19,0,15,35,0,18,0,18,0,0,27,0,0,18,0,12,19,0,23,0,0,28,0,27,0,22,0,15,0,23,0,21,16,0,0,12,0
"Romeo Langford","SG",72,"BOS",140.5,11.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,7,0,0,1,0,0,0,0,0,0,7,0,21,18,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,11,0,3,0,11,14,0,0,13,0,6,0,7,0,1,0,11,0,2,0,12,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gordon Hayward","SF",86,"CHA",1551.1,35.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,0,47,0,28,0,26,0,18,0,44,0,28,0,31,18,0,50,0,30,0,28,0,0,0,0,0,0,0,55,0,0,0,0,25,0,28,0,36,0,26,0,0,0,0,0,0,0,29,0,19,0,29,39,0,47,0,40,0,34,0,41,33,0,34,0,43,55,0,49,0,0,0,0,0,37,0,0,25,0,42,0,19,40,0,60,0,34,0,50,19,0,23,0,0,48,34,0,0,43,0
